ContentID,ParentContentID,AssociateType,AssociateID,FileName,PageTitle,AdditionalPageTitle,MetaKeywords,MetaDescription,Template,CreatedDate,CreatedByUserID,PublishedDate,LastUpdated,UpdatedByUserID,Protected,Rank,ProductRank,Enabled,Featured,RedirectContentID,Views,MapID,GalleryID,NotificationType
5331,0,BlogItem,8,/blog/2013/8/12-great-ways-to-use-lavender-essential-oils/,"12 great ways to use lavender essential oils","| lavender essential oils","lavender essential oils, essential oils, natural products, avena","Lavender oil is well known for being relaxing, balancing and calming, both physically and emotionally so try these 12 great tips.",blog-item.aspx,8/6/2013,1,8/6/2013,1/7/2014,1,0,1,0,1,0,0,46404,0,0,0
5332,0,BlogItem,9,/blog/2013/8/the-legend-of-the-dream-catcher/,"The Legend of the Dream Catcher",,,,blog-item.aspx,8/6/2013,10,8/6/2013,8/6/2013,10,0,1,0,1,0,0,1121,0,0,0
5333,0,BlogItem,10,/blog/2013/8/semi-precious-stones/,"Semi Precious Stones",,,,blog-item.aspx,8/6/2013,10,8/6/2013,8/6/2013,10,0,1,0,1,0,0,656,0,0,0
5334,0,BlogItem,11,/blog/2013/8/relax-with-lavender/,"Relax with Lavender",,,,blog-item.aspx,8/6/2013,10,8/6/2013,8/6/2013,10,0,1,0,1,0,0,665,0,0,0
5335,0,BlogItem,12,/blog/2013/8/the-benefits-of-natural-beauty-products/,"The benefits of natural beauty products",,,,blog-item.aspx,8/7/2013,10,8/7/2013,8/7/2013,10,0,1,0,1,0,0,735,0,0,0
5336,0,BlogItem,13,/blog/2013/8/5-reasons-to-love-massage-therapy/,"5 reasons to love massage therapy!","| Massage Therapy | Massage Benefits","massage, massage therapy, massage techniques, essential oils in massage","Massage can be beneficial to all areas of the body alongside improving general wellbeing and health. Avena have a large range of lotions and essential oils that can be used in massage.",blog-item.aspx,8/7/2013,10,8/7/2013,1/7/2014,1,0,1,0,1,0,0,319,0,0,0
5355,0,BlogItem,14,/blog/2013/8/basil-essential-oil/,"Basil Essential Oil","| Basil Essential Oil | Essential Oils","Essential oils, basil essential oils, essential oil benefits","Basil essential oil can be beneficial to the body in many ways. Our blog takes a look at some of the benefits of this versatile essential oil.",blog-item.aspx,8/15/2013,10,8/15/2013,1/7/2014,1,0,1,0,1,0,0,85,0,0,0
5356,0,BlogItem,15,/blog/2013/8/the-story-of-the-buddha/3/,"The Story of the Buddha",,,,blog-item.aspx,8/15/2013,10,8/17/2013,8/20/2013,10,0,1,0,1,0,0,547,0,0,0
5371,0,BlogItem,16,/blog/2013/8/meditation-techniques/,"Meditation Techniques","| Meditation Techniques | Meditation | Meditation Tips","Meditation Techniques, how to meditate, meditation benefits","Meditation can be very useful when you are wanting to relax. It can help to clear the mind and help you to relax as well as focus. Our blog looks at ways to meditate and tips and techniques you can put into practice.",blog-item.aspx,8/20/2013,10,8/20/2013,1/7/2014,1,0,1,0,1,0,0,161,0,0,0
5372,0,BlogItem,17,/blog/2013/8/how-to-use-spheres/2/,"How to use Spheres","| Spheres | How to use Spheres","Spheres, how to use spheres, what are spheres?",,blog-item.aspx,8/20/2013,10,8/20/2013,1/7/2014,1,0,1,0,1,0,0,533,0,0,0
5374,0,BlogItem,18,/blog/2013/8/the-history-of-gargoyles/,"The History of Gargoyles",,,,blog-item.aspx,8/20/2013,10,8/20/2013,8/21/2013,10,0,1,0,1,0,0,161,0,0,0
5375,0,BlogItem,19,/blog/2013/8/ways-to-cleanse-your-crystals/2/,"Ways to cleanse your Crystals",,,,blog-item.aspx,8/21/2013,10,8/21/2013,8/21/2013,10,0,1,0,1,0,0,332,0,0,0
5376,0,BlogItem,20,/blog/2013/8/aniseed-essential-oil/,"Aniseed Essential Oil","| Aniseed Essential Oil | Essential Oils | Natural Remedies","aniseed essential oil, essential oils, natural products","Aniseed essential oil can be beneficial in many ways. Our blog takes a look at some of the benefits of this essential oil and it's many uses.",blog-item.aspx,8/21/2013,10,8/21/2013,1/7/2014,1,0,1,0,1,0,0,652,0,0,0
5377,0,BlogItem,21,/blog/2013/8/communicating-with-your-angels/,"Communicating with your Angels","| Angels | Guardian Angels | Communicating with your angels","angels, communicating with angels, angel cards, spirituality","Many people believe we each have one or more Guardian Angel's with us all the time to protect us. Our blog takes a look at this and a few ways you can encourage communication between you and your angels.",blog-item.aspx,8/21/2013,10,8/21/2013,1/7/2014,1,0,1,0,1,0,0,614,0,0,0
5378,0,BlogItem,22,/blog/2013/8/how-can-i-improve-my-meditation/,"How can I improve my Meditation?","| Meditation tips | Meditation Benefits","Meditation Techniques, how to meditate, meditation benefits","Meditation can be beneficial for a number of reasons. Our blog looks at different ways to meditate and techniques that can be used.",blog-item.aspx,8/21/2013,10,8/21/2013,1/7/2014,1,0,1,0,1,0,0,751,0,0,0
5424,0,BlogItem,23,/blog/2013/8/uses-for-chamomile-flowers/,"Uses for Chamomile Flowers",,,,blog-item.aspx,8/28/2013,10,8/28/2013,8/28/2013,10,0,1,0,1,0,0,916,0,0,0
5431,0,BlogItem,24,/blog/2013/9/essential-oils-for-the-body/,"Essential Oils for the body","| Essential Oils | Fragrance Oils","essential oils, essential oils for the body, essential oils for the skin","Essential oils can be used on the body for many different uses. They can help with a variety of different ailments on all different areas of the body. Take a look at our infographic for guidance on where essential oils can be helpful.",blog-item.aspx,9/3/2013,10,9/3/2013,1/7/2014,1,0,1,0,0,0,0,49,0,0,0
5438,0,BlogItem,25,/blog/2013/9/essential-oils-for-the-body/2/,"Essential Oils for the body",,,,blog-item.aspx,9/9/2013,1,9/9/2013,9/17/2013,10,0,1,0,1,0,0,687,0,0,0
5450,0,BlogItem,26,/blog/2013/9/essential-oils-for-healthy-hair/,"Essential Oils for healthy hair","| Essential Oils for hair | Fragrance Oils","Essential Oil for the hair, haircare","Avena has a large range of moisturising essential oils that are perfect for achieving healthy hair without weighing it down. Our blog looks at ways in which essential oils can be used to achieve healthy, glossy hair.",blog-item.aspx,9/16/2013,1,9/16/2013,1/7/2014,1,0,1,0,1,0,0,659,0,0,0
5451,0,BlogItem,27,/blog/2013/9/avenas-guide-to-incense/,"Avena's guide to Incense","| Incense | Incense sticks","Incense sticks, Incense, Incense cones, Incense","Incense is a great way to relax and fragrance your home. Avena has a large selection of incense products to suit your mood.",blog-item.aspx,9/17/2013,10,9/17/2013,1/7/2014,1,0,1,0,1,0,0,951,0,0,0
5453,0,BlogItem,28,/blog/2013/9/using-essential-oils-in-your-bath/,"Using Essential Oils in your bath",,,,blog-item.aspx,9/17/2013,10,9/17/2013,9/17/2013,10,0,1,0,1,0,0,729,0,0,0
5454,0,BlogItem,29,/blog/2013/9/avenas-guide-to-male-grooming/,"Avena's guide to male grooming","| Male grooming | Male grooming products","male grooming products, beauty for men, male grooming","Grooming is essential for any man to look and feel good. Avena have a wide range of male grooming products.",blog-item.aspx,9/17/2013,10,9/24/2013,1/7/2014,1,0,1,0,1,0,0,825,0,0,0
5535,0,BlogItem,30,/blog/2013/10/bay-essential-oil/,"Bay Essential Oil","| Bay Essential Oil | Essential Oils","bay essential oil, essential oil, fragrance oil","Bay essential oil is a great for using as an antiseptic along with its many other uses. Our blog looks at how this essential oil can be used.",blog-item.aspx,10/2/2013,10,10/2/2013,1/7/2014,1,0,1,0,1,0,0,753,0,0,0
5539,0,BlogItem,31,/blog/2013/10/benefits-of-massage-to-the-body/,"Benefits of massage to the body","| Massage Therapy | Massage Benefits","massage, massage therapy, massage techniques","Avena has a wide range of products available to achieve the perfect massage and enable you to relax.",blog-item.aspx,10/2/2013,10,10/2/2013,1/7/2014,1,0,1,0,1,0,0,285,0,0,0
5541,0,BlogItem,32,/blog/2013/10/carrier-oils/,"Carrier Oils","| Carrier Oils for Essential Oils","carrier oils, essential oils","Carrier oils are used as a moisturising base and to mix with essential oils. It is important not to apply essential oils directly to the skin as they can burn, our blog looks at different types of carrier oils.",blog-item.aspx,10/2/2013,10,10/3/2013,1/7/2014,1,0,1,0,1,0,0,546,0,0,0
5544,0,BlogItem,34,/blog/2013/10/enjoy-a-massage-with-avena/,"Enjoy a massage with Avena","| Massage Therapy | Massage Benefits","massage, massage therapy, massage techniques, massage benefits","Enjoy a massage with Avena. We have a wide range of products, lotions and essential oils to ensure you have the perfect relaxing massage.",blog-item.aspx,10/2/2013,10,10/2/2013,1/7/2014,1,0,1,0,1,0,0,743,0,0,0
5550,0,BlogItem,35,/blog/2013/10/bergamot-essential-oil/,"Bergamot Essential Oil","| Bergamot Essential Oil | Essential Oils","Essential oils, bergamot essential oils, essential oil benefits","Bergamot essential oil is great for helping to ease a persistent headache. We take a look at the common uses and benefits in our useful blog.",blog-item.aspx,10/3/2013,10,10/3/2013,1/7/2014,1,0,1,0,1,0,0,658,0,0,0
5551,0,BlogItem,36,/blog/2013/10/comfrey-oil-an-avena-bestseller/,"Comfrey Oil - An Avena Bestseller","| comfrey essential oil | essential oils","Essential oils, comfrey essential oil, essential oil benefits","Comfrey oil is an bestseller for Avena. It is great for easing aches and pains when rubbed on the skin.",blog-item.aspx,10/3/2013,10,10/3/2013,1/7/2014,1,0,1,0,1,0,0,1133,0,0,0
5552,0,BlogItem,37,/blog/2013/10/benzoin-essential-oil/,"Benzoin Essential Oil","| Benzoin Essential Oil | Essential Oils","Essential oils, benzoin essential oil, essential oil benefits","Benzoin essential oil is a great essential oil to use when you are feeling stressed as it is classed as a relaxant. Our blog looks at its many uses.",blog-item.aspx,10/3/2013,10,10/3/2013,1/7/2014,1,0,1,0,1,0,0,823,0,0,0
5571,0,BlogItem,38,/blog/2013/10/relax-with-a-hypnosis-cd/,"Relax with a hypnosis CD",,,,blog-item.aspx,10/7/2013,10,10/7/2013,11/13/2014,1,0,1,0,1,0,0,527,0,0,0
5638,0,BlogItem,39,/blog/2013/10/black-pepper-essential-oil/,"Black Pepper Essential Oil","| Black Pepper Essential Oil | Essential Oil","Essential oils, black pepper essential oil, essential oil benefits","Black pepper essential oil isn't very well known as a favourite essential oil but has some great health benefits such as easing arthritis and helping digestion.",blog-item.aspx,10/16/2013,10,10/16/2013,1/7/2014,1,0,1,0,1,0,0,610,0,0,0
5639,0,BlogItem,40,/blog/2013/10/cajaput-essential-oil/,"Cajaput essential oil","| Benefits of cajaput essential oil | essential oils","Essential oils, cajaput essential oil, essential oil benefits","Cajaput essential oil is a great oil for improving various skin conditions. Our blog looks at a few uses of the moisturising essential oil.",blog-item.aspx,10/16/2013,10,10/16/2013,1/7/2014,1,0,1,0,1,0,0,2098,0,0,0
5640,0,BlogItem,41,/blog/2013/10/camphor-essential-oil/,"Camphor Essential Oil","| Benefits of Camphor Essential Oil | Essential Oils","Essential oils, camphor essential oils, essential oil benefits","Camphor essential oil is a great essential oil for helping to ease a cold. Our blog looks at some of the common uses.",blog-item.aspx,10/16/2013,10,10/16/2013,1/7/2014,1,0,1,0,1,0,0,927,0,0,0
5643,0,BlogItem,42,/blog/2013/10/how-can-meditation-help-children/,"How can meditation help Children?","| Meditation for Children | Meditation to help your Child","Children's Meditation, Child Meditation","Meditation can be beneficial for your Child for a number of reasons. Our blog looks at why it can be helpful to encourage your child to meditate and practice meditation into adulthood.",blog-item.aspx,10/16/2013,10,10/17/2013,1/7/2014,1,0,1,0,1,0,0,483,0,0,0
5644,0,BlogItem,43,/blog/2013/10/easing-arthritis/,"Easing Arthritis","| Arthritis | Easing Arthritis | Arthritis Treatment | Helping Arthritis","arthritis, arthritis care, arthritis treatment","Arthritis can be extremely painful and cause sufferers great discomfort. Avena has a wide range of products formulated to help ease arthritis and similar conditions. Our blog looks at a few of our products and how they can help to reduce pain.",blog-item.aspx,10/16/2013,10,10/18/2013,1/7/2014,1,0,1,0,1,0,0,867,0,0,0
5645,0,BlogItem,44,/blog/2013/10/grape-seed-oil-ideal-for-baby-massage/,"Grape Seed Oil - Ideal for baby massage","| Baby Massage with Grape Seed Oil","baby massage, massage for your baby, Grape Seed Oil.","Massaging your baby can be beneficial for a variety of different reasons, both emotionally and physically. Massaging your baby can also encourage bonding and is great for the baby and the Mother. Our blog looks at why Grape Seed Oil is ideal.",blog-item.aspx,10/16/2013,10,10/19/2013,1/7/2014,1,0,1,0,1,0,0,5891,0,0,0
5646,0,BlogItem,45,/blog/2013/10/what-are-rune-stones/,"What are rune stones?",,,,blog-item.aspx,10/16/2013,10,10/20/2013,10/16/2013,10,0,1,0,1,0,0,938,0,0,0
5647,0,BlogItem,46,/blog/2013/10/the-importance-of-a-skincare-routine/,"The Importance of a Skincare Routine",,,,blog-item.aspx,10/16/2013,10,10/21/2013,11/20/2013,10,0,1,0,1,0,0,761,0,0,0
5648,0,BlogItem,47,/blog/2013/10/relax-with-a-wheat-bag/,"Relax with a wheat bag",,,,blog-item.aspx,10/17/2013,10,10/17/2013,10/17/2013,10,0,1,0,1,0,0,1037,0,0,0
5649,0,BlogItem,48,/blog/2013/10/how-can-i-use-incense-to-help-me-relax/,"How can I use incense to help me relax?","| Incense | Incense sticks","Incense sticks, Incense, Incense cones, Incense","Incense can be beneficial in many ways and can help you relax. There are a wide range of incense types and fragrances available to suit your mood.",blog-item.aspx,10/17/2013,10,10/17/2013,1/7/2014,1,0,1,0,1,0,0,790,0,0,0
5650,0,BlogItem,49,/blog/2013/10/rub-a-dub-dub-bathtime-with-avena/,"Rub a dub dub - Bathtime with Avena!",,,,blog-item.aspx,10/17/2013,10,10/18/2013,10/18/2013,10,0,1,0,1,0,0,692,0,0,0
5873,0,BlogItem,50,/blog/2013/11/enjoy-cinnamon-at-christmas/,"Enjoy Cinnamon at Christmas","| Cinnamon | Christmas","Christmas, cinnamon","Cinnamon has long been enjoyed at Christmas. It is traditionally linked with the festive season and has been used in many different ways for a number of years. Our blog takes a look at this tradition.",blog-item.aspx,11/20/2013,10,11/19/2013,1/7/2014,1,0,1,0,1,0,0,675,0,0,0
5874,0,BlogItem,51,/blog/2013/11/protect-your-skin-from-the-cold-weather/,"Protect your skin from the cold weather","| Natural Skincare | Protect your skin from the cold","natural skincare, protect your skin from the cold weather, skincare for dry skin, skincare in the cold weather","Skin may need extra care in the cold weather as it can be prone to chapping and dryness and lose moisture faster. Avena has a wide range of skincare suitable for use in the cold weather.",blog-item.aspx,11/20/2013,10,11/19/2013,1/7/2014,1,0,1,0,1,0,0,954,0,0,0
5875,0,BlogItem,52,/blog/2013/11/be-more-ecofriendly-with-a-reed-diffuser/,"Be more eco-friendly with a reed diffuser","| Reed Diffusers | Eco-friendly","eco-friendly, reed diffusers, home fragrance","Avena reed diffusers are a great way to fragrance your home and also be friendly to the environment by avoiding harmful pollutants.",blog-item.aspx,11/20/2013,10,11/19/2013,1/7/2014,1,0,1,0,1,0,0,4581,0,0,0
5876,0,BlogItem,53,/blog/2013/11/festive-essential-oil-blend/,"Festive Essential Oil Blend","| Christmas Essential Oil | Festive Essential Oils","essential oils at Christmas, festive fragrance oils, christmas essential oils","Fragrance plays a huge part in creating a festive environment. Whether it be festive spice or hints of citrus make you think of Christmas, Avena can help create the perfect Christmas scents.",blog-item.aspx,11/20/2013,10,11/19/2013,1/7/2014,1,0,1,0,1,0,0,1037,0,0,0
5877,0,BlogItem,54,/blog/2013/11/candles-at-christmas/,"Candles at Christmas","| Christmas Candles | Festive Candles","candles at christmas, christmas candles, candlelight","Avena has a wide range of candles that can be used at Christmas and all year round. Our blog takes a look at the tradition of using candles and Christmas and why they remain so popular.",blog-item.aspx,11/20/2013,10,11/19/2013,1/7/2014,1,0,1,0,1,0,0,727,0,0,0
5878,0,BlogItem,55,/blog/2013/11/carrot-seed-essential-oil/,"Carrot Seed Essential Oil","| Benefits of Carrot Seed Essential Oil | Essential Oils","Essential oils, carrot seed essential oil, essential oil benefits","Carrot seed essential oil is a great essential oil for moisturising the skin and preventing wrinkles. Our blog looks at some of the most common uses.",blog-item.aspx,11/22/2013,10,11/21/2013,1/7/2014,1,0,1,0,1,0,0,796,0,0,0
5879,0,BlogItem,56,/blog/2013/11/choose-the-perfect-christmas-gift-with-avena/,"Choose the perfect Christmas gift with Avena","| Christmas gifts | Christmas present ideas","christmas gifts, christmas presents","Choosing the perfect Christmas present can be difficult. Avena have a large selection of Christmas presents and gifts suitable for anyone. Take a look at our blog for some inspiration.",blog-item.aspx,11/25/2013,10,11/24/2013,1/7/2014,1,0,1,0,1,0,0,758,0,0,0
5880,0,BlogItem,57,/blog/2013/11/pamper-your-pet-this-christmas/,"Pamper your pet this Christmas!","| Treat pets at Christmas | Christmas gifts for pets","Pets at Christmas, Treat pets this Christmas, pet gifts, animal gifts","Don't forget your pets this Christmas. Avena has a variety of gifts available for pets and animals.",blog-item.aspx,11/25/2013,10,11/25/2013,1/7/2014,1,0,1,0,1,0,0,1310,0,0,0
5881,0,BlogItem,58,/blog/2013/11/relax-in-time-for-christmas-with-avena/,"Relax in time for Christmas with Avena","| Christmas Relaxation","Relax at Christmas, Christmas Relaxation, Relaxation Techniques",,blog-item.aspx,11/25/2013,10,11/24/2013,11/26/2013,10,0,1,0,1,0,0,1064,0,0,0
5882,0,BlogItem,59,/blog/2013/11/warm-up-with-our-microwavable-products/,"Warm up with our microwavable products",,,,blog-item.aspx,11/25/2013,10,11/25/2013,11/25/2013,10,0,1,0,1,0,0,625,0,0,0
5940,0,None,18,/new-language-test/,"New Language Test",,,,content-item.aspx,12/4/2013,1,12/4/2013,12/4/2013,1,0,1,0,1,0,0,3184,0,0,0
5980,0,BlogItem,60,/blog/2013/12/relax-by-burning-essential-oils/,"Relax by burning essential oils","| Essential Oils | Oil Burning","essential oils, oil burner, relax with essential oils",,blog-item.aspx,12/19/2013,13,12/18/2013,12/19/2013,14,0,1,0,1,0,0,437,0,0,0
5981,0,BlogItem,61,/blog/2013/12/explore-our-abluo-range/,"Explore our Abluo range!","| Abluo | Natural Skincare","skincare, essential oils, healing, natural products, abluo","Our Abluo range is great for a variety of reasons, including aching joints and muscle aches. Our blog looks at a few of the uses of our range and how our products can help you.",blog-item.aspx,12/19/2013,13,12/18/2013,1/7/2014,1,0,1,0,1,0,0,541,0,0,0
5982,0,BlogItem,62,/blog/2013/12/eucalyptus-leaf/,"Eucalyptus Leaf","| Natural Remedies","eucalyptus leaf, eucalyptus essential oil","Eucalyptus leaf is a very versatile leaf to have in the home. It is commonly found in lotions and is great for the skin. Our blog looks at a few of the benefits it can provide.",blog-item.aspx,12/19/2013,13,12/18/2013,1/7/2014,1,0,1,0,1,0,0,485,0,0,0
5983,0,BlogItem,63,/blog/2013/12/cedarwood-essential-oil/,"Cedarwood Essential Oil","| Essential Oils | Oil Burning","cedarwood essential oil, essential oils, natural products","Cedarwood essential oil is a great essential oil to treat acne and issues with the scalp. Our blog looks at some of the many uses of this useful essential oil to have in the home.",blog-item.aspx,12/19/2013,13,12/18/2013,1/7/2014,1,0,1,0,1,0,0,1191,0,0,0
5984,0,BlogItem,64,/blog/2013/12/reduce-cellulite-with-massage/,"Reduce Cellulite with Massage","| Cellulite busting tips | Natural skincare","cellulite, essential oils, natural skincare",,blog-item.aspx,12/19/2013,13,12/18/2013,12/19/2013,14,0,1,0,1,0,0,534,0,0,0
5985,0,BlogItem,65,/blog/2013/12/celery-seed-essential-oil/,"Celery Seed Essential Oil","| Essential Oils | Natural Products","essential oils, celery seed essential oil","Celery seed essential oil is a great essential oil to use in your bath to promote the feeling of calm. Our blog looks at a variety of uses for this oil.",blog-item.aspx,12/20/2013,14,12/19/2013,1/7/2014,1,0,1,0,1,0,0,500,0,0,0
5986,0,BlogItem,66,/blog/2013/12/chesty-cough-ease-it-with-our-chest-rub/,"Chesty cough? Ease it with our chest rub!","| Cough Medicine | Natural Products","Natural Products, Cough Medicine, Cold Medicine","Are you suffering from a stubborn chesty cough this Winter? Ease it with a natural chest rub from Avena. Our blog looks at the benefits and why it is good to 'go natural.'",blog-item.aspx,12/20/2013,14,12/18/2013,1/7/2014,1,0,1,0,1,0,0,757,0,0,0
5987,0,BlogItem,67,/blog/2013/12/improve-your-memory-with-a-hypnosis-cd/,"Improve your memory with a hypnosis CD","| Hypnosis CD's","CD's, hypnosis",,blog-item.aspx,12/20/2013,14,12/18/2013,12/20/2013,14,0,1,0,1,0,0,452,0,0,0
5988,0,BlogItem,68,/blog/2013/12/patchouli-ointment/,"Patchouli Ointment","| Natural Remedies | Natural Products","patchouli ointment, natural products","Patchouli Ointment is a great natural product with a range of uses. We look at a few of these in our blog.",blog-item.aspx,12/20/2013,14,12/17/2013,1/7/2014,1,0,1,0,1,0,0,576,0,0,0
6021,0,BlogItem,69,/blog/2014/1/natural-soap/,"Natural Soap","| Soap by Avena | Natural products","handmade soap, soap, natural products, avena","Our blog looks at why natural soap is a better alternative to soaps that contain lots of artificial chemicals which in many cases can be the source of a variety of skin complains such as dryness.",blog-item.aspx,1/6/2014,1,1/5/2014,1/7/2014,1,0,1,0,1,0,0,1279,0,0,0
6025,0,Tag,10,/shop/all/,All,,All,,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,58078,0,0,0
6026,0,Tag,11,/shop/aromatherapy/,Aromatherapy,,"Beauty & Relaxation",,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,28037,0,0,0
6027,0,Tag,12,/shop/fragrance/,Fragrance,,Fragrance,,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,20048,0,0,0
6028,0,Tag,13,/shop/gift-ideas/,"Gift Ideas",,"Gift Ideas",,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,20891,0,0,0
6029,0,Tag,14,/shop/spiritual-fantasy/,"Spiritual & Fantasy",,"Spiritual & Fantasy",,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,16537,0,0,0
6030,0,Tag,15,/shop/the-stone-shop/,"The Stone Shop",,"The Stone Shop",,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,22114,0,0,0
6031,0,Tag,16,/shop/offers/,Offers,,Offers,,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,20308,0,0,0
6032,0,Tag,17,/shop/seasonal/,Seasonal,,Seasonal,,tag.aspx,1/9/2014,1,1/9/2014,1/9/2014,1,0,0,0,1,0,0,15340,0,0,0
