ContentID,ParentContentID,AssociateType,AssociateID,FileName,PageTitle,AdditionalPageTitle,MetaKeywords,MetaDescription,Template,CreatedDate,CreatedByUserID,PublishedDate,LastUpdated,UpdatedByUserID,Protected,Rank,ProductRank,Enabled,Featured,RedirectContentID,Views,MapID,GalleryID,NotificationType,tbl_Product_ProductID,tbl_Product_ManufacturerID,tbl_Product_Code,tbl_Product_MPN,tbl_Product_GTIN,tbl_Product_Price,tbl_Product_PriceWholesale,tbl_Product_SalePrice,tbl_Product_TotalStock,tbl_Product_Weight,tbl_Product_Width,tbl_Product_Height,tbl_Product_Location,tbl_Product_ShippingAdditional,tbl_Product_SpecificShippingTypeID,tbl_Product_Featured,tbl_Product_Derivative1,tbl_Product_Derivative2,tbl_Product_GoogleProductCategory,tbl_Product_GoogleAdwordsLabels,tbl_Product_GoogleAdwordsRedirect,tbl_Product_SpecialNote,tbl_Product_SpecialNoteShort,category_content_id,productType,tbl_derivative_DerivativeID,tbl_derivative_ProductID,tbl_derivative_Title,tbl_derivative_Title2,tbl_derivative_TotalStock,tbl_derivative_ProductImage,tbl_derivative_SwatchImage,tbl_derivative_BackInStock,tbl_derivative_Price,tbl_derivative_PriceWholesale,tbl_derivative_Weight,tbl_derivative_Location,tbl_derivative_Enabled,tbl_derivative_Code,tbl_derivative_DerivRank,tbl_derivative_DerivGTIN,tbl_derivative_DerivMPN
1575,0,Product,1160,/aloe-vera-clear-gel-cosmetic-grade/,Aloe Vera Clear Gel Cosmetic Grade,| Cosmetic Aloe Vera Gel Clear,"avena, aloe, vera, sooth, calm, burn, cut, glaze, gel, cool, jar, travel",Our aloe vera clear gel is a fantastic product which can be used on all skin types and could aid a variety of skin conditions.,product.aspx,8/15/2012,1,8/15/2012,11/16/2023,2,0,1,0,1,0,0,50232,0,0,0,1160,14,,,,19.99,8.33,0,,500,0,0,,0,0,0,Size,n/a,,,,,,23|20|68,config,20607,1160,120ml Glass Jar (Traditional Label),,0,,,,?4.99,?.49,0.6,L4B,1,AVAG120,1
1577,0,Product,1162,/amethyst-buddha-50mm/,Amethyst Buddha 50mm,| Gemstone Buddha Amethyst,"buddha, luck, wealth, wisdom, gemstone, polished, natural, semi, precious, amethyst","A beautiful natural stone Buddha cut from amethyst which is said to aid soothing, healing and cleansing, it is still one of the most popular stones even if it's slightly more expensive than some others.",product.aspx,8/15/2012,1,8/15/2012,2/20/2019,2,0,1,0,0,0,0,1714,0,0,0,1162,14,,,,17.99,9.16,0,,500,0,0,,0,0,0,Size,n/a,,,,,,21|188|191,config,2164,1162,n/a,n/a,0,,,,?9.99,?0.99,0.3,B8C,1,BM01,1
1578,0,Product,1163,/Amethyst-Gemstone/,Amethyst Gemstone,| Gemstone Amethyst,"stone, bag, collection, tumblestone, polished, collection, amethyst","Amethyst, with its rich purple colour, is one of our most popular gemstones. It's said to be a powerful aid to creative thinking, spiritual awareness and healing and is also said to combat insomnia.",product.aspx,8/15/2012,1,8/15/2012,4/15/2023,2,0,1,0,0,0,0,8296,0,0,0,1163,14,,,,1,0.42,0,,25,0,0,A7C,0,0,0,Size,n/a,,,,This item is part of our 10 for 10 offer. Mix and match any 10 products in this offer for only 10!,Any 10 for 10,13056|49|188|191,config,2165,1163,n/a,n/a,0,,,,?.39,?.89,0.025,A7C,1,T075,1
1579,0,Product,1164,/Amethyst-Heart-Small/,Amethyst Heart Small,| Heart Small Amethyst,"heart, gemstone, natural stone, polished stone, gift, heart, amethyst","Amethyst, with its rich purple colour, is one of our most popular gemstones even though slightly more expensive than some others. It's said to be a powerful aid to creative thinking,",product.aspx,8/15/2012,1,8/15/2012,4/9/2017,6,0,1,0,1,0,0,8946,0,0,0,1164,14,,,,4.99,2.49,0,,200,0,0,B8BD1,0,0,0,Size,n/a,,,,,,44|188|191,config,2166,1164,n/a,n/a,0,,,,?.99,?.99,0.1,B8BD1,1,HSB3,1
1581,0,Product,1166,/amethyst-chevron-palmstone/2/,Amethyst Chevron Palmstone,| Palmstone Amethyst,"palmstone, palm stone, meditation, natural stone, gemstone, polished stone, amethyst","Amethyst, with its rich purple colour, is one of our most popular gemstones. It's said to be a powerful aid to creative thinking, spiritual awareness and healing and is also said to combat insomnia.",product.aspx,8/15/2012,1,8/15/2012,6/9/2021,2,0,1,0,1,0,0,5704,0,0,0,1166,14,,,,12.99,6.66,0,,150,0,0,B8CD1,0,0,0,Size,n/a,,,,,,61|188|191,config,2171,1166,n/a,n/a,0,,,,?4.99,?.99,0.07,B8CD1,1,PS02,1
1582,0,Product,1167,/amethyst-rough-cut-piece/,Amethyst Rough Cut Piece,| Rough Natural Amethyst Cut Piece,"Avena, natural, stone, crystal, amethyst, rough, cut, balance, mind, body, spirit","This is a totally natural piece of amethyst which is beautiful, glimmering and features an array of shades of purple for which the amethyst mineral is renowned.",product.aspx,8/15/2012,1,8/15/2012,2/11/2022,2,0,1,0,1,0,0,6186,0,0,0,1167,14,,,,1.99,1,0,,70,0,0,,0,0,0,Size,n/a,,,,This item is part of our 4 for 9.99 offer. Mix and match any 4 products in this offer for only 9.99!,Any 4 for 9.99,6173|188|191,config,2172,1167,n/a,n/a,0,,,,?.99,?.29,0.2,A7C,1,BL02,1
1583,0,Product,1168,/amethyst-chevron-sphere-large-45mm/2/,Amethyst Chevron Sphere Large 45mm,| Sphere 45mm Amethyst,"sphere, natural stone, gemstone, polished stone, meditation, amethyst","Amethyst is a beautiful purple colour and these polished stones are used to aid soothing, healing and cleansing. Whilst more expensive than some other stones it is a firm favourite and best seller.",product.aspx,8/15/2012,1,8/15/2012,3/3/2021,2,0,1,0,1,0,0,7934,0,0,0,1168,14,,,,29.99,14.99,0,,300,0,0,B8C,0,0,0,Size,n/a,,,,Included in our 'Any 2 for 49.99 offer',Any 2 For 49.99,20034|7246|188|191|4005,config,2173,1168,n/a,n/a,0,,,,?9.99,?7.99,0.3,B8C,1,SM35,1
1584,0,Product,1169,/Amethyst-Stones-in-Bag/,Amethyst Stones in Bag,| Stone in Gift Bag Amethyst,"stone, bag, collection, tumblestone, polished, collection, amethyst","Amethyst, with its rich purple colour, is one of our most popular gemstones. It's said to be a powerful aid to creative thinking, spiritual awareness and healing and is also said to combat insomnia.",product.aspx,8/15/2012,1,8/15/2012,8/7/2017,2,0,1,0,0,0,0,5914,0,0,0,1169,14,,,,2.99,1.24,0,,100,0,0,A7D,0,0,0,Size,n/a,,,,This item is part of our 4 for 9.99 offer. Mix and match any 4 products in this offer for only 9.99!,Any 4 for 9.99,6173|188|191|69,config,2174,1169,n/a,n/a,0,,,,?.99,?.24,0.1,A7D,1,NGGAM,1,5.0601E+12
1585,0,Product,1170,/Amethyst-Wand/,Amethyst Wand,,,,product.aspx,8/15/2012,1,8/15/2012,10/31/2015,2,0,1,0,0,0,0,2308,0,0,0,1170,14,,,,9.99,4.99,0,,100,0,0,,0,0,0,Size,n/a,,,,,,188|191|8749,config,2175,1170,n/a,n/a,0,,,,?.99,?.99,0.2,,1,MW01,1
1586,0,Product,1171,/angel-figurine-with-rose/2/,Angel Figurine with Rose,,,,product.aspx,8/15/2012,1,8/15/2012,2/7/2015,6,0,1,0,0,0,0,822,0,0,0,1171,14,,,,39.99,24.99,0,,1000,0,0,,0,0,0,Size,n/a,,,,Free UK delivery for this item and all orders over 25.00 - we also deliver products worldwide.,,8133|86,config,2176,1171,n/a,n/a,0,,,,?9.99,?3.99,1,,1,AVN4007,1
1587,0,Product,1172,/aniseed-essential-oil-pimpinella-anisum/,Aniseed Essential Oil (Pimpinella Anisum),| Pure Essential Oil Aniseed,"avena, essential, oil, pure, natural, blend, aromatherapy, beauty, aniseed","Aniseed essential oil was a highly prized commodity in ancient Egypt, Greece and Rome. The Greeks used the seeds for the treatment of coughs, colds and even bad dreams.",product.aspx,8/15/2012,1,8/15/2012,10/28/2020,2,0,1,0,1,0,0,11967,0,0,0,1172,14,,,,3.99,1.99,0,,220,0,0,,0,0,0,Size,n/a,,,,,,37,config,2178,1172,10ml,n/a,0,,,,?.99,?.99,0.07,,1,ESANI/10,1,7.3581E+11
1587,0,Product,1172,/aniseed-essential-oil-pimpinella-anisum/,Aniseed Essential Oil (Pimpinella Anisum),| Pure Essential Oil Aniseed,"avena, essential, oil, pure, natural, blend, aromatherapy, beauty, aniseed","Aniseed essential oil was a highly prized commodity in ancient Egypt, Greece and Rome. The Greeks used the seeds for the treatment of coughs, colds and even bad dreams.",product.aspx,8/15/2012,1,8/15/2012,10/28/2020,2,0,1,0,1,0,0,11967,0,0,0,1172,14,,,,3.99,1.99,0,,220,0,0,,0,0,0,Size,n/a,,,,,,37,config,2179,1172,30ml,n/a,0,,,,?.99,?.99,0.1,,1,ESANI/30,1,7.3581E+11
1587,0,Product,1172,/aniseed-essential-oil-pimpinella-anisum/,Aniseed Essential Oil (Pimpinella Anisum),| Pure Essential Oil Aniseed,"avena, essential, oil, pure, natural, blend, aromatherapy, beauty, aniseed","Aniseed essential oil was a highly prized commodity in ancient Egypt, Greece and Rome. The Greeks used the seeds for the treatment of coughs, colds and even bad dreams.",product.aspx,8/15/2012,1,8/15/2012,10/28/2020,2,0,1,0,1,0,0,11967,0,0,0,1172,14,,,,3.99,1.99,0,,220,0,0,,0,0,0,Size,n/a,,,,,,37,config,2177,1172,100ml Special Offer,n/a,0,,,,?9.99,?2.99,0.38,,1,ESANI/100,1,7.3581E+11
1589,0,Product,1174,/apricot-kernel-oil-prunus-armeniaca/2/,Apricot Kernel Oil (Prunus armeniaca),| (Prunus armeniaca) Apricot Kernel Oil,"avena, carrier, oil, base, penetrate, skin, beauty, moisturise, delicate, ageing, sensitive, blossom","Apricot kernel oil originates from northern China, the Himalaya region and northern India. It is rich in the essential fatty acids, oleic and linoleic acid, and is known for its ability to penetrate the skin without leaving an oily feel.",product.aspx,8/15/2012,1,8/15/2012,7/8/2019,24,0,1,0,1,0,0,15427,0,0,0,1174,14,,,,2.99,1.24,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|20,config,2182,1174,100ml Bottle,n/a,0,,,,?.99,?.99,0.3,VS2A,1,AK100,1,7.3581E+11
1589,0,Product,1174,/apricot-kernel-oil-prunus-armeniaca/2/,Apricot Kernel Oil (Prunus armeniaca),| (Prunus armeniaca) Apricot Kernel Oil,"avena, carrier, oil, base, penetrate, skin, beauty, moisturise, delicate, ageing, sensitive, blossom","Apricot kernel oil originates from northern China, the Himalaya region and northern India. It is rich in the essential fatty acids, oleic and linoleic acid, and is known for its ability to penetrate the skin without leaving an oily feel.",product.aspx,8/15/2012,1,8/15/2012,7/8/2019,24,0,1,0,1,0,0,15427,0,0,0,1174,14,,,,2.99,1.24,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|20,config,2184,1174,250ml Bottle,n/a,0,,,,?.99,?.99,0.55,VS1A,1,AK250,1,7.3581E+11
1589,0,Product,1174,/apricot-kernel-oil-prunus-armeniaca/2/,Apricot Kernel Oil (Prunus armeniaca),| (Prunus armeniaca) Apricot Kernel Oil,"avena, carrier, oil, base, penetrate, skin, beauty, moisturise, delicate, ageing, sensitive, blossom","Apricot kernel oil originates from northern China, the Himalaya region and northern India. It is rich in the essential fatty acids, oleic and linoleic acid, and is known for its ability to penetrate the skin without leaving an oily feel.",product.aspx,8/15/2012,1,8/15/2012,7/8/2019,24,0,1,0,1,0,0,15427,0,0,0,1174,14,,,,2.99,1.24,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|20,config,2185,1174,500ml Bottle,n/a,0,,,,?.99,?.99,0.75,L4D,1,AK500,1,7.3581E+11
1589,0,Product,1174,/apricot-kernel-oil-prunus-armeniaca/2/,Apricot Kernel Oil (Prunus armeniaca),| (Prunus armeniaca) Apricot Kernel Oil,"avena, carrier, oil, base, penetrate, skin, beauty, moisturise, delicate, ageing, sensitive, blossom","Apricot kernel oil originates from northern China, the Himalaya region and northern India. It is rich in the essential fatty acids, oleic and linoleic acid, and is known for its ability to penetrate the skin without leaving an oily feel.",product.aspx,8/15/2012,1,8/15/2012,7/8/2019,24,0,1,0,1,0,0,15427,0,0,0,1174,14,,,,2.99,1.24,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|20,config,2183,1174,1ltr Bottle,n/a,0,,,,?8.99,?.99,1.6,L4D,1,AK1LTR,1,7.3581E+11
1589,0,Product,1174,/apricot-kernel-oil-prunus-armeniaca/2/,Apricot Kernel Oil (Prunus armeniaca),| (Prunus armeniaca) Apricot Kernel Oil,"avena, carrier, oil, base, penetrate, skin, beauty, moisturise, delicate, ageing, sensitive, blossom","Apricot kernel oil originates from northern China, the Himalaya region and northern India. It is rich in the essential fatty acids, oleic and linoleic acid, and is known for its ability to penetrate the skin without leaving an oily feel.",product.aspx,8/15/2012,1,8/15/2012,7/8/2019,24,0,1,0,1,0,0,15427,0,0,0,1174,14,,,,2.99,1.24,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|20,config,2186,1174,5kg Jerry Can,n/a,0,,,,?9.99,?9.99,6,T.O.,1,AK5KG,1,7.3581E+11
1590,0,Product,1175,/arctic-foot-spa-foot-soak-100ml-for-refreshing-feet-foot-odour/2/,Arctic Foot Spa Foot Soak - for refreshing feet & foot odour,| Refreshing Feet & Foot Odour - Foot Soak Arctic Feet Spa,"avena. arctic, foot, feet, spa, oil, soak, fresh, blend, essential, natural","This wonderful oil is blended for people who suffer from foot odour, tired, sweaty or aching feet. It is made entirely from natural oils reputed to ease sweating and refresh tired 'smelly' feet helping to keep them odour free for longer.",product.aspx,8/15/2012,1,8/15/2012,7/5/2019,24,0,1,0,1,0,0,10813,0,0,0,1175,14,,,,7.99,3.33,0,,220,0,0,,0,0,0,Size,n/a,,,,,,7254|45|68,config,2187,1175,100ml Bottle,n/a,0,,,,?.99,?.99,0.38,VS3B,1,AVOIL6/100,1,7.3581E+11
1590,0,Product,1175,/arctic-foot-spa-foot-soak-100ml-for-refreshing-feet-foot-odour/2/,Arctic Foot Spa Foot Soak - for refreshing feet & foot odour,| Refreshing Feet & Foot Odour - Foot Soak Arctic Feet Spa,"avena. arctic, foot, feet, spa, oil, soak, fresh, blend, essential, natural","This wonderful oil is blended for people who suffer from foot odour, tired, sweaty or aching feet. It is made entirely from natural oils reputed to ease sweating and refresh tired 'smelly' feet helping to keep them odour free for longer.",product.aspx,8/15/2012,1,8/15/2012,7/5/2019,24,0,1,0,1,0,0,10813,0,0,0,1175,14,,,,7.99,3.33,0,,220,0,0,,0,0,0,Size,n/a,,,,,,7254|45|68,config,2188,1175,250ml Bottle,n/a,0,,,,?7.99,?.99,0.55,L7C,1,AVOIL6/250,1,7.3581E+11
1590,0,Product,1175,/arctic-foot-spa-foot-soak-100ml-for-refreshing-feet-foot-odour/2/,Arctic Foot Spa Foot Soak - for refreshing feet & foot odour,| Refreshing Feet & Foot Odour - Foot Soak Arctic Feet Spa,"avena. arctic, foot, feet, spa, oil, soak, fresh, blend, essential, natural","This wonderful oil is blended for people who suffer from foot odour, tired, sweaty or aching feet. It is made entirely from natural oils reputed to ease sweating and refresh tired 'smelly' feet helping to keep them odour free for longer.",product.aspx,8/15/2012,1,8/15/2012,7/5/2019,24,0,1,0,1,0,0,10813,0,0,0,1175,14,,,,7.99,3.33,0,,220,0,0,,0,0,0,Size,n/a,,,,,,7254|45|68,config,2189,1175,500ml Bottle,n/a,0,,,,?9.99,?4.99,0.75,K,1,AVOIL6/500,1,7.3581E+11
1591,0,Product,1176,/argan-oil-cold-pressed-argania-spinosa-50ml-bottle-pipette/,Argan Oil Cold Pressed (Argania spinosa) 50ml Bottle & Pipette,| 50ml Beauty Oil Cold Pressed Argan Oil,"avena, natural, beauty, oil, argan, skin, care, pipette, bottle, cold, pressed","Our cold pressed virgin argan oil is known by the Moroccan Berber community as the 'Tree of Life', the argan tree has supported the people of these arid regions and their livestock for centuries.",product.aspx,8/15/2012,1,8/15/2012,6/8/2020,2,0,1,0,1,0,0,8705,0,0,0,1176,14,,,,7.99,4.16,0,,140,0,0,,0,0,0,Size,n/a,,,,Included in our 3 for 19.99 offer- Add any 3 items in this offer for only 19.99 (That? only 6.67 each),Any 3 for 19.99,7255|20,config,2190,1176,n/a,n/a,0,,,,?.99,?.99,0.3,VS2D,1,AG50,1,7.3581E+11
1592,0,Product,1177,/arnica-oil-heterotheca-inuloides/,Arnica Oil (Heterotheca inuloides),| (Heterotheca inuloides) Arnica Oil,"avena, carrier, oil, base, beauty, arnica, skin, care, sprains, strains, joints, muscle, bruise","Arnica (Heterotheca inuloides) is a homeopathic anti-inflammatory that may be used for traumatic injuries such as sprains and strains in the joints, muscles, ligaments and tendons and for backache.",product.aspx,8/15/2012,1,8/15/2012,7/15/2019,24,0,1,0,1,0,0,13059,0,0,0,1177,14,,,,6.99,4.16,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|45|20|67,config,2191,1177,100ml Bottle,n/a,0,,,,?.99,?.16,0.3,VS2A,1,AC100,1,7.3581E+11
1592,0,Product,1177,/arnica-oil-heterotheca-inuloides/,Arnica Oil (Heterotheca inuloides),| (Heterotheca inuloides) Arnica Oil,"avena, carrier, oil, base, beauty, arnica, skin, care, sprains, strains, joints, muscle, bruise","Arnica (Heterotheca inuloides) is a homeopathic anti-inflammatory that may be used for traumatic injuries such as sprains and strains in the joints, muscles, ligaments and tendons and for backache.",product.aspx,8/15/2012,1,8/15/2012,7/15/2019,24,0,1,0,1,0,0,13059,0,0,0,1177,14,,,,6.99,4.16,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|45|20|67,config,2193,1177,250ml Bottle,n/a,0,,,,?2.99,?.49,0.55,VS1A,1,AC250,1,7.3581E+11
1592,0,Product,1177,/arnica-oil-heterotheca-inuloides/,Arnica Oil (Heterotheca inuloides),| (Heterotheca inuloides) Arnica Oil,"avena, carrier, oil, base, beauty, arnica, skin, care, sprains, strains, joints, muscle, bruise","Arnica (Heterotheca inuloides) is a homeopathic anti-inflammatory that may be used for traumatic injuries such as sprains and strains in the joints, muscles, ligaments and tendons and for backache.",product.aspx,8/15/2012,1,8/15/2012,7/15/2019,24,0,1,0,1,0,0,13059,0,0,0,1177,14,,,,6.99,4.16,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|45|20|67,config,2194,1177,500ml Bottle,n/a,0,,,,?1.99,?3.99,0.75,L6C,1,AC500,1,7.3581E+11
1592,0,Product,1177,/arnica-oil-heterotheca-inuloides/,Arnica Oil (Heterotheca inuloides),| (Heterotheca inuloides) Arnica Oil,"avena, carrier, oil, base, beauty, arnica, skin, care, sprains, strains, joints, muscle, bruise","Arnica (Heterotheca inuloides) is a homeopathic anti-inflammatory that may be used for traumatic injuries such as sprains and strains in the joints, muscles, ligaments and tendons and for backache.",product.aspx,8/15/2012,1,8/15/2012,7/15/2019,24,0,1,0,1,0,0,13059,0,0,0,1177,14,,,,6.99,4.16,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|45|20|67,config,2192,1177,1ltr Bottle,n/a,0,,,,?9.99,?5.99,1.6,K,1,AC1LTR,1,7.3581E+11
1592,0,Product,1177,/arnica-oil-heterotheca-inuloides/,Arnica Oil (Heterotheca inuloides),| (Heterotheca inuloides) Arnica Oil,"avena, carrier, oil, base, beauty, arnica, skin, care, sprains, strains, joints, muscle, bruise","Arnica (Heterotheca inuloides) is a homeopathic anti-inflammatory that may be used for traumatic injuries such as sprains and strains in the joints, muscles, ligaments and tendons and for backache.",product.aspx,8/15/2012,1,8/15/2012,7/15/2019,24,0,1,0,1,0,0,13059,0,0,0,1177,14,,,,6.99,4.16,0,,220,0,0,,0,0,0,Size,n/a,,,,,,23|45|20|67,config,2195,1177,5kg Jerry Can,n/a,0,,,,?29.99,?9.99,6,K,1,AC5LTR,1,7.3581E+11
